Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Age,Store: Undergraduate,Store: English_Fluency,Store: Sex,Store: Gender,branch-dgjt
12,1753352966083,24/07/2025 10:29,1753356566083,1,24/07/2025 12:29,234742,9,questionnaire-hpzd,,48283827,BLINDED,13869340,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
13,1753352966084,24/07/2025 10:29,1753356566084,1,24/07/2025 12:29,234742,9,questionnaire-hpzd,,48283827,BLINDED,13869340,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,8998,,,,,,,,,,Voucher
1,1753386953678,24/07/2025 19:55,1753390553678,1,24/07/2025 21:55,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
8,1753386962224,24/07/2025 19:56,1753390562224,1,24/07/2025 21:56,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753386962225,24/07/2025 19:56,1753390562225,1,24/07/2025 21:56,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
10,1753386962226,24/07/2025 19:56,1753390562226,1,24/07/2025 21:56,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753386962227,24/07/2025 19:56,1753390562227,1,24/07/2025 21:56,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
12,1753386962228,24/07/2025 19:56,1753390562228,1,24/07/2025 21:56,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
13,1753386962229,24/07/2025 19:56,1753390562229,1,24/07/2025 21:56,234742,9,questionnaire-hpzd,,48295995,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,8489,,,,,,,,,,Voucher
1,1753395002785,24/07/2025 22:10,1753398602785,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1753395010124,24/07/2025 22:10,1753398610124,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,21,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
8,1753395010125,24/07/2025 22:10,1753398610125,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,5,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
9,1753395010125,24/07/2025 22:10,1753398610125,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
10,1753395010125,24/07/2025 22:10,1753398610125,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1753395010125,24/07/2025 22:10,1753398610125,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1753395010126,24/07/2025 22:10,1753398610126,1,25/07/2025 00:10,234742,9,questionnaire-hpzd,,48297359,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,7312,,,,,,,,,,No Voucher
1,1753432226641,25/07/2025 08:30,1753435826641,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753432232682,25/07/2025 08:30,1753435832682,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,23,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753432232683,25/07/2025 08:30,1753435832683,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,7,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753432232683,25/07/2025 08:30,1753435832683,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753432232684,25/07/2025 08:30,1753435832684,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753432232684,25/07/2025 08:30,1753435832684,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753432232685,25/07/2025 08:30,1753435832685,1,25/07/2025 10:30,234742,9,questionnaire-hpzd,,48302919,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,5932,,,,,,,,,,Voucher
1,1753456358447,25/07/2025 15:12,1753459958447,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1753456365639,25/07/2025 15:12,1753459965639,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,23,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
8,1753456365639,25/07/2025 15:12,1753459965639,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,7,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
9,1753456365639,25/07/2025 15:12,1753459965639,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
10,1753456365639,25/07/2025 15:12,1753459965639,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1753456365640,25/07/2025 15:12,1753459965640,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1753456365640,25/07/2025 15:12,1753459965640,1,25/07/2025 17:12,234742,9,questionnaire-hpzd,,48313745,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,7171,,,,,,,,,,No Voucher
1,1753454554598,25/07/2025 14:42,1753458154598,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753454563840,25/07/2025 14:42,1753458163840,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753454563840,25/07/2025 14:42,1753458163840,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753454563840,25/07/2025 14:42,1753458163840,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753454563840,25/07/2025 14:42,1753458163840,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753454563840,25/07/2025 14:42,1753458163840,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753454563841,25/07/2025 14:42,1753458163841,1,25/07/2025 16:42,234742,9,questionnaire-hpzd,,48314145,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,9180,,,,,,,,,,Voucher
1,1753466968244,25/07/2025 18:09,1753470568244,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753466979518,25/07/2025 18:09,1753470579518,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753466979518,25/07/2025 18:09,1753470579518,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753466979518,25/07/2025 18:09,1753470579518,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753466979519,25/07/2025 18:09,1753470579519,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753466979519,25/07/2025 18:09,1753470579519,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753466979519,25/07/2025 18:09,1753470579519,1,25/07/2025 20:09,234742,9,questionnaire-hpzd,,48316643,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,11244,,,,,,,,,,Voucher
1,1753473934488,25/07/2025 20:05,1753477534488,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1011x587,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753473951214,25/07/2025 20:05,1753477551214,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753473951214,25/07/2025 20:05,1753477551214,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753473951214,25/07/2025 20:05,1753477551214,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753473951215,25/07/2025 20:05,1753477551215,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753473951215,25/07/2025 20:05,1753477551215,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753473951216,25/07/2025 20:05,1753477551216,1,25/07/2025 22:05,234742,9,questionnaire-hpzd,,48318075,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,16701,,,,,,,,,,Voucher
